sample_id,source_char_len,source_word_count,fp32_chrf,int8_chrf,delta_chrf,fp32_latency_ms,int8_latency_ms,delta_latency_ms
common_voice_de_17796706,55,8,44.357028061180394,44.357028061180394,0.0,785.9771999999339,1044.0155000001141,-258.03830000018024
common_voice_de_19267631,67,10,32.33446659134325,39.677940718189056,-7.3434741268458055,1111.081600000034,1895.6048999989434,-784.5232999989094
common_voice_de_18490202,84,14,60.311440412225714,60.311440412225714,0.0,1213.3757000001424,1058.0008999995698,155.37480000057258
common_voice_de_19752684,38,6,66.73720106165658,66.73720106165658,0.0,761.6393999996944,1288.5955999990983,-526.9561999994039
common_voice_de_18474721,49,9,61.48184240865295,61.48184240865295,0.0,657.2388000004139,1092.9556999999477,-435.7168999995338
common_voice_de_18440203,30,4,60.636184524618095,60.636184524618095,0.0,528.2870999999432,781.1052999995809,-252.81819999963773
common_voice_de_18202437,37,6,55.266330910005394,55.266330910005394,0.0,716.477599999962,1168.318999999883,-451.8413999999211
common_voice_de_19947680,75,9,91.07719832210896,91.07719832210896,0.0,1190.1502999990043,919.9229999999261,270.22729999907824
common_voice_de_18544156,52,8,59.61915546959132,59.61915546959132,0.0,862.2329999998328,916.3842999996632,-54.15129999983037
common_voice_de_19730263,59,7,73.92727805120421,73.92727805120421,0.0,996.506399998907,1446.2637999986327,-449.75739999972575
common_voice_de_19615276,69,11,68.32717378425603,68.32717378425603,0.0,1798.7360000006447,1964.3410000007862,-165.60500000014144
common_voice_de_18506470,41,7,86.14985272781105,86.14985272781105,0.0,630.5308999999397,753.8800000002084,-123.34910000026866
common_voice_de_18396806,42,6,100.0,100.0,0.0,1191.4043000006131,1794.7706000004473,-603.3662999998342
common_voice_de_19957376,72,10,75.87281724714907,75.87281724714907,0.0,966.3471999992908,990.9104000000752,-24.56320000078449
common_voice_de_19168034,102,12,78.21591021604492,76.32385641995131,1.892053796093606,2134.931999999935,2768.930599999294,-633.9985999993587
common_voice_de_19704651,86,11,65.87454187094217,73.70088479873893,-7.826342927796759,2167.8891999999905,2666.0824000009598,-498.1932000009692
common_voice_de_19427635,25,3,68.5183951169084,68.5183951169084,0.0,834.6707000000606,1105.290999999852,-270.6202999997913
common_voice_de_19508254,84,11,50.920328273093126,54.08449534565033,-3.1641670725572055,1499.144299999898,1751.0266000008414,-251.88230000094336
common_voice_de_19118843,111,13,36.20817482325199,36.20817482325199,0.0,1084.4647999992958,1063.3801000003587,21.08469999893714
common_voice_de_18983383,45,8,100.0,100.0,0.0,778.2155000004423,720.8146000002671,57.40090000017517
common_voice_de_19145857,36,5,67.64117542066796,42.65959269001974,24.98158273064822,660.4967000002944,610.032599999613,50.464100000681356
common_voice_de_19633230,40,5,47.870231367209975,47.870231367209975,0.0,1065.8559999992576,1754.2711999994935,-688.4152000002359
common_voice_de_19740201,90,13,67.43704564903535,67.43704564903535,0.0,1632.2540000001027,4099.031899999318,-2466.777899999215
common_voice_de_19873889,56,7,60.652514272366844,46.722784039351225,13.929730233015619,1005.3117999996175,1848.363500000005,-843.0517000003874
common_voice_de_18204575,42,6,60.7866290842535,60.7866290842535,0.0,582.6529999999366,1100.766399999884,-518.1133999999474
common_voice_de_18219205,23,5,100.0,100.0,0.0,598.1268999998974,960.1004999994984,-361.973599999601
common_voice_de_18364180,39,6,100.0,100.0,0.0,1017.2501999995802,1777.8478000000177,-760.5976000004375
common_voice_de_18204542,33,5,47.93761249959799,47.93761249959799,0.0,881.6105999999309,1041.3776999994298,-159.7670999994989
common_voice_de_19674074,50,7,100.0,100.0,0.0,885.660399999324,1231.1131999995268,-345.45280000020284
common_voice_de_19646270,104,14,79.40164302217477,79.40164302217477,0.0,1913.623299999017,1758.75459999952,154.86869999949704
